color,RPM,stroke_frequency,producer_name
1875,1904,1966,143
1642,43,892,1697
1867,51,919,196
1644,563,1136,992
647,1412,352,910
1243,887,1960,291
1967,124,633,1433
1469,676,1809,319
451,1627,1484,1441
1883,1687,1582,1002
202,1278,1435,80
663,1427,374,1550
160,359,960,306
1648,1558,653,258
1842,1757,334,744
555,1846,1540,767
27,1425,1110,419
1748,1221,1248,540
907,180,1602,1569
324,718,646,1955
1754,1444,595,1472
516,1012,1009,153
1175,1747,785,1279
887,441,1565,1629
790,1624,862,1917
1,418,1067,507
1674,1549,1935,1356
676,970,699,1249
1098,1493,481,219
338,1376,935,98
1680,670,22,1798
1199,516,1169,373
1389,871,1071,337
1885,139,1866,891
933,733,1456,406
1098,341,1364,873
203,30,1426,752
1322,580,1658,385
607,1520,70,772
1220,1004,1786,1279
395,1133,1730,1209
313,1982,1084,1143
1704,1539,527,240
1800,253,1308,1971
1089,1873,1902,1639
668,225,518,910
1480,39,628,1037
1239,862,627,1346
832,1515,1021,567
216,937,1777,1472
286,1741,926,4
281,520,84,1195
1820,898,293,1711
1806,1462,1778,1162
1182,1988,1692,409
1761,109,1145,1714
796,283,1534,796
1229,876,1699,858
1393,1452,1010,892
1437,1873,1702,1577
446,1637,21,1118
563,944,1943,1964
705,900,449,1661
437,1347,1849,1752
925,345,1530,923
232,406,30,815
563,1210,15,60
1480,314,1849,265
1067,632,1073,333
1308,1569,150,1619
79,1873,1376,544
486,1820,707,1847
1842,524,554,1814
1168,1348,1361,1874
1205,314,1703,962
926,1741,1777,155
799,1760,663,1374
380,878,1784,1012
150,1418,1593,324
749,646,1242,1526
1724,1831,598,824
1723,1287,680,1521
1138,860,643,76
1514,1123,499,1370
385,1131,1353,1280
307,760,1480,493
547,1450,1225,1542
1721,1339,706,1561
1879,871,509,1829
730,580,351,1467
1656,316,1543,1427
116,1477,877,965
1882,1207,1461,1090
82,1572,264,305
1274,1264,295,1530
1154,265,852,725
949,1120,1200,635
660,1609,1624,1134
664,1536,1106,66
1984,1160,1475,1595
297,415,1179,123
1183,1344,1841,447
1193,1159,1776,1547
445,1818,1197,1387
118,1727,1810,447
1209,1305,1213,1069
1570,1222,1474,308
1668,1978,74,737
869,1387,1836,1667
1897,1595,1893,1733
982,1228,812,1312
325,1170,953,896
1142,570,1906,1807
212,1083,1995,1336
1648,1081,168,775
1271,1325,1046,1664
201,750,95,615
246,136,765,760
233,593,388,1839
38,501,535,947
385,898,303,757
849,992,306,533
820,812,1619,1638
1903,1849,445,553
1969,1919,888,1837
1725,1500,1114,39
869,240,1096,526
77,1848,1347,789
982,1018,638,1397
1722,886,1280,1586
160,309,1306,892
1703,1619,1510,374
530,1684,1267,1480
136,885,1697,428
324,453,1483,143
13,1545,627,1875
782,1794,1043,363
633,1517,1194,840
49,940,491,1955
176,21,769,28
1066,1443,856,1581
163,942,892,1683
1179,1696,1270,1705
1043,1843,1866,1670
589,1966,846,824
1084,853,368,15
1988,352,655,567
1341,644,988,511
904,1196,877,1048
906,1772,1107,132
1678,972,1404,630
530,1289,43,1648
392,562,786,1415
706,426,967,215
1284,190,1974,1752
1115,1724,1037,1478
1730,1747,807,1104
1720,692,790,1628
1219,10,911,906
1186,1392,1057,1504
1560,27,318,561
1067,803,577,699
744,497,1036,767
1154,1544,724,1321
661,104,101,1787
1874,195,1474,1975
1262,302,1716,533
1161,997,1563,1164
650,1529,1212,321
737,56,1556,1646
560,1927,1493,774
1678,1219,1782,1269
628,517,1487,1062
792,1425,502,348
1475,1000,1969,1950
1343,1683,1989,370
616,1586,1474,674
1560,525,1243,1523
464,105,147,146
850,955,667,927
454,903,1922,730
322,1824,1238,932
1175,1159,1865,1988
1240,1719,1264,1717
1797,506,935,257
19,1245,1129,1785
303,1771,1858,257
513,907,492,1100
286,653,1857,317
1508,798,952,356
1627,590,1614,607
760,588,1458,1423
1859,367,455,672
1970,471,1690,1264
230,165,648,1130
614,719,360,1975
182,1601,1274,1275
443,1450,1905,1018
1677,33,837,45
531,1371,1338,556
410,671,870,1380
1517,6,1588,486
1468,850,752,463
584,1413,554,1190
1544,1053,803,1616
1753,746,1179,1737
610,1437,1755,77
1756,299,989,96
889,492,150,1404
789,1928,975,761
1256,1307,1288,556
902,1143,809,1889
391,1305,325,1882
1185,1524,1399,332
510,1866,1959,214
685,1421,979,377
629,1427,1991,1020
570,519,1860,42
580,1820,1259,389
491,1166,50,1413
1571,1456,451,892
589,1703,1789,33
165,857,1660,877
1721,1172,1683,1453
1826,1092,928,444
1537,688,806,1805
377,1947,1207,1949
904,275,136,345
1519,516,501,1633
346,1030,625,956
756,1658,1383,516
395,1988,127,1585
157,1279,342,563
722,1181,692,18
1171,325,1891,1961
244,1920,538,247
50,946,1530,864
179,1327,1736,337
74,679,1483,1940
971,1949,1412,381
539,108,1229,1765
28,971,593,1928
1614,1037,704,277
908,1007,1595,758
1091,608,1869,570
1869,1322,1126,1698
623,1131,712,1577
1923,240,1836,1704
73,375,722,8
331,802,1473,169
1535,736,668,1737
1767,14,940,578
32,1364,853,1144
181,1516,742,834
1355,896,1751,132
229,1327,346,1815
976,954,1498,262
653,1440,539,710
525,1793,427,459
1159,936,180,1005
562,671,704,1663
818,1974,812,1841
1253,391,395,964
1634,1961,253,740
938,1805,1197,1620
1728,1023,438,1410
400,380,448,659
2,1947,876,1447
1925,554,958,1618
1212,542,822,723
565,851,1228,1600
1977,380,778,807
977,1755,752,965
1370,58,1130,889
1796,81,1806,1533
484,576,280,619
396,1750,534,343
926,360,1215,1430
1637,1974,1398,498
1097,1249,1,579
505,1323,961,1911
1873,863,437,837
208,496,1242,255
1756,715,844,819
1729,633,1924,1617
1756,1118,1726,1425
498,1197,1237,1154
659,1729,837,989
1485,136,1382,826
1777,1414,225,1519
1690,1174,722,1171
1332,1674,1474,482
1745,1673,1015,705
1748,1379,729,1264
337,1130,1969,1370
1090,1178,294,543
1567,311,1748,1375
1283,526,72,1643
153,174,344,362
367,1587,748,1071
1290,1217,462,194
11,1266,957,128
967,663,880,380
1184,1894,1865,1593
1262,152,1936,1818
108,1675,874,606
1829,1517,877,1590
1553,1144,1450,1424
1919,1099,974,179
833,578,686,1142
736,1639,126,598
1509,812,1784,198
1000,333,1094,1688
905,1603,1229,1471
717,1104,762,1164
1317,887,944,693
843,1656,32,879
1375,773,1166,757
586,688,1608,238
519,1276,1630,1686
1736,617,1585,396
1447,540,1943,657
87,1356,234,1146
1034,1348,1894,1501
1906,1061,560,1253
110,688,87,648
634,877,1344,1931
530,1789,689,1188
401,359,1645,354
1665,639,1045,826
39,1629,1774,1944
322,736,67,1005
1448,997,827,1053
882,1772,1478,748
1418,343,491,926
1009,770,678,133
247,1645,2,244
828,1522,1496,116
1232,1927,552,1038
1530,465,25,1957
1917,995,897,1898
1094,816,1182,1028
687,157,941,12
1435,1817,183,623
1385,1409,1222,164
159,860,1392,1531
518,1802,1436,1145
1850,714,1388,1167
666,1221,1208,941
1675,240,564,81
1466,806,1804,1521
1834,381,145,1981
571,665,160,1240
1115,1074,81,1069
1062,1201,1029,1779
1823,1181,1559,945
1598,1911,440,66
669,1725,504,534
1788,1946,698,1435
1917,1101,161,305
1288,484,1617,1605
238,631,1012,594
488,1951,552,27
1360,65,1496,1568
1640,1571,715,1450
864,1498,579,1563
1289,1111,1755,1688
1174,858,773,1315
1468,1910,627,571
31,1216,71,1743
800,377,234,1866
445,949,1708,858
1393,1368,990,543
578,1485,1090,1137
1363,356,1257,1971
649,1020,231,444
700,741,594,1513
1114,1863,1360,309
791,784,1063,1099
563,1269,796,728
1310,1155,1396,337
893,226,593,1942
654,218,1420,64
1201,998,1501,244
636,456,1048,1956
309,764,1339,1307
883,1400,877,242
736,1110,67,804
478,948,1976,413
1353,311,1002,490
1365,1212,304,1597
1888,139,1466,1158
521,1042,1146,1220
208,1668,1301,737
1288,1045,948,1591
229,293,1647,365
1120,1517,472,1869
1890,434,184,1042
181,986,1994,1471
128,1097,1908,940
1307,1933,1896,1246
212,665,1744,1100
161,575,115,1334
341,996,654,57
1945,8,1610,1858
1561,1214,298,1212
1146,1031,1465,747
365,932,475,1131
911,1782,304,815
1878,1310,422,434
429,1653,1549,232
1620,1818,1630,171
146,985,1252,13
769,730,1284,1199
224,880,1488,454
1194,1582,911,1837
799,429,1473,1379
266,1525,6,24
1463,590,1965,1
229,569,592,899
170,1648,1281,1420
118,837,1376,73
700,1538,745,1038
928,183,354,1528
534,1517,405,1068
263,1451,767,1527
384,836,23,315
1093,835,437,609
772,526,440,908
1364,736,437,1092
472,278,986,1111
977,1489,340,117
1268,300,81,1648
1146,400,1956,1079
1692,29,995,123
1883,1120,397,1245
1876,1660,1365,1932
1919,1053,580,1292
289,1995,962,803
1930,1237,1975,275
1026,385,1137,361
464,458,376,1169
1874,233,561,229
1281,232,337,1859
1987,1540,1223,826
1184,1980,1852,1151
1949,1401,1058,686
1951,112,1627,419
1941,1926,1865,760
1744,1653,1984,1998
448,1501,1454,1611
1116,832,1758,699
778,906,1560,219
1519,70,1250,775
322,243,1368,1734
464,206,1247,1574
1198,204,1981,1711
996,1511,270,636
1705,393,1932,508
293,1768,7,312
1747,585,362,904
1097,279,830,1600
1835,1669,206,1316
90,169,1259,1323
1171,1777,1571,1796
372,383,6,1055
669,1248,1252,1708
704,172,1733,358
1324,1856,1316,1413
1510,1541,1367,1103
1491,1092,629,775
326,935,800,128
682,197,799,1712
1308,1009,156,1272
1114,1065,768,910
1955,1321,1067,1691
1551,794,1459,373
299,1672,173,1964
899,1023,1045,1934
1393,1913,934,610
1927,1062,594,1392
945,1813,1222,1490
1826,1286,1267,1212
1448,581,748,1344
772,381,311,1979
944,247,1199,811
1924,1394,1022,1354
1480,1926,908,1428
1795,170,463,948
560,50,1641,1477
400,10,962,1743
1990,1754,980,1702
1317,1390,756,1855
650,446,673,607
1338,126,657,1838
1101,1540,1027,875
474,454,313,1604
4,1380,312,685
393,1069,1925,817
1393,320,1856,68
1719,9,1732,752
21,1711,1590,1242
241,623,1634,1326
961,615,979,852
138,295,509,978
1380,1584,30,261
927,1557,1531,808
182,1072,603,1187
1033,571,1310,1721
1932,781,143,1957
1690,1264,822,726
514,1836,469,990
1552,707,254,1207
1874,9,1461,175
668,851,1501,1446
1082,1601,1033,1919
339,1731,1432,31
550,688,889,73
594,535,761,1267
1173,1647,595,1948
1606,1478,1309,667
1945,54,322,978
847,1751,1078,1633
706,1015,1990,19
987,844,109,517
1247,1219,1584,1593
620,426,3,1083
1007,1319,1226,535
691,145,1769,1626
1120,1562,238,853
1898,854,613,410
1185,1715,90,1807
132,193,1637,956
1577,242,20,786
702,579,1974,107
746,291,491,1533
488,841,1731,266
1887,103,1253,1413
553,487,141,415
1380,887,121,1324
1367,187,1696,1554
420,976,351,1245
1458,1385,1918,1858
756,1626,323,1781
1936,14,682,1941
1248,1932,1860,1148
592,1155,1018,1784
126,142,41,774
1964,1213,1128,1387
465,1059,1929,337
1024,1242,1329,1294
850,1008,163,230
444,1958,1557,890
644,290,369,1413
463,210,89,1367
580,1014,1811,1576
439,1325,720,1593
1779,1553,1456,553
37,505,1553,843
703,360,1428,1633
1517,430,837,1378
1372,358,1379,1260
1036,1418,1924,1138
236,878,1656,650
9,264,1307,265
1825,869,714,688
218,458,1700,382
482,571,507,130
1336,1884,99,1601
165,1170,1679,1323
1436,100,856,1802
988,1312,121,1720
116,151,676,1513
1725,1883,1088,467
1757,772,519,1745
83,258,416,404
1887,1328,765,1739
1971,1128,274,274
387,554,1845,267
267,1340,1106,522
311,1018,791,378
768,1939,1863,543
573,1638,1371,1753
1146,1562,1676,738
1721,714,787,1496
1915,982,976,1733
679,137,578,1619
675,586,1684,1153
1890,440,877,663
212,423,590,1262
1443,1043,676,511
863,1961,464,1059
867,796,1463,200
1118,539,1417,287
1344,233,695,157
498,503,619,1421
1249,1491,184,109
967,1021,1293,1292
1962,1748,1827,1513
270,1556,895,1957
1307,149,1438,866
1039,987,1632,1324
237,1187,941,1796
1753,1768,373,1099
1757,484,1697,1344
825,74,1846,1514
674,578,242,618
942,1879,1849,804
426,904,1165,1660
58,1570,485,1607
540,263,1914,1438
1810,1925,324,1091
1587,1313,1223,296
793,886,1450,561
992,577,728,1452
1875,1209,638,1660
23,1038,1153,458
303,567,1189,699
801,1648,834,573
1934,621,1735,350
959,577,748,504
53,1854,247,443
1586,1659,1862,1410
1214,514,1911,76
676,1220,447,1917
1039,1100,378,695
168,669,1525,1610
1798,1704,1490,300
1496,1497,827,1690
443,1043,852,1343
574,755,1088,1021
1009,93,1128,767
1131,1293,1429,1029
1196,1479,813,684
1803,15,13,109
1678,582,1051,831
1523,1816,1707,619
963,1310,1543,150
182,1882,1989,1566
1502,557,517,1855
263,680,47,501
1794,1051,1090,195
271,405,1887,716
64,1150,1702,68
1361,74,620,1923
701,1565,894,1199
894,233,975,590
1750,729,1408,738
627,1427,1396,1549
739,1039,1535,1463
263,1012,1516,879
1877,450,1977,734
1095,179,1528,1315
606,564,1998,650
1710,610,1519,680
1872,434,547,1653
1963,1236,901,422
1239,447,404,61
1670,1993,182,901
1163,1789,552,1982
1406,1096,686,442
1683,1454,1054,1741
109,1150,1766,1573
1974,237,599,1713
738,1876,1556,1697
1986,576,487,441
997,205,218,1687
1970,62,1374,532
1498,1168,1708,1053
297,1028,711,715
1865,1672,1552,1253
1798,503,358,536
195,922,555,1418
1307,1699,437,780
944,173,526,458
1771,1081,294,166
330,1235,1043,1446
1184,1656,1234,473
558,1827,1919,1046
1329,1623,840,1066
127,1416,164,103
1916,351,1590,344
784,1440,1225,1000
1163,600,1676,785
335,1062,1854,850
1463,1896,498,113
1349,1993,724,1336
1906,1413,998,1777
226,1676,1127,1161
1252,1246,195,863
1126,1195,1078,476
481,1888,168,1958
275,152,1248,207
1162,569,484,773
621,1546,1804,829
1567,1783,1211,6
1473,267,871,1511
866,102,1271,35
293,733,415,1177
1698,1208,1124,1976
1205,842,1021,202
1792,211,531,1483
44,1741,1538,801
1001,633,841,1512
957,455,38,1052
1150,470,296,1672
1597,1708,1233,295
1697,443,228,911
1723,696,660,936
1119,1122,1890,951
72,1287,233,151
467,1313,733,410
356,1826,1389,209
1387,718,1496,458
28,1210,1683,1281
89,1963,1608,1229
1237,1609,1927,1717
1633,63,1342,1721
559,1728,1069,1128
1240,1232,1670,1780
778,260,1157,1080
1471,260,738,719
868,703,1880,50
615,1222,713,439
1691,717,137,1565
219,926,971,653
75,1680,1290,1802
1349,1271,1278,881
584,292,1892,1394
610,886,911,175
109,1499,562,297
68,95,596,653
1255,548,1786,790
356,1799,1669,165
1189,1626,1598,530
287,327,734,511
616,1594,1794,32
1178,1128,1708,112
1591,1968,173,1642
1320,35,150,778
1916,1168,839,382
810,1223,466,810
1665,1159,1102,625
282,1297,1021,1388
1181,413,772,1130
1047,1421,1895,1748
6,93,974,197
610,1558,873,1867
644,681,314,1286
1806,1829,1222,1805
635,386,846,1612
1298,1580,1282,1791
1291,1880,1225,557
1790,826,96,1772
954,565,824,1906
265,290,294,1996
1418,290,722,1313
154,1674,932,1224
147,1781,463,823
1271,1262,1014,628
1892,1394,1252,1464
1180,2,847,1874
1538,200,295,1028
1351,1564,572,91
1881,1156,1955,860
407,1706,748,1034
572,988,1839,1198
1440,1516,1587,371
228,1893,1600,1119
1805,746,108,851
1147,1516,1205,1119
981,1174,544,1343
681,1833,60,946
223,503,1667,282
1939,1572,1113,1848
888,437,547,543
911,925,1334,744
1342,1325,394,1246
1262,89,1835,587
1075,431,101,1783
614,449,43,545
105,1583,1156,98
1100,637,947,1528
1158,554,933,119
752,1712,1310,1589
635,202,1158,1241
922,606,853,1567
641,1580,1284,948
811,1605,255,1511
483,768,669,494
942,1408,1696,228
569,1415,1819,1905
609,914,1094,224
340,1017,696,654
10,359,1891,8
322,1338,911,223
1532,52,146,1939
1793,510,497,1256
836,1539,417,98
73,649,1021,926
1236,1876,30,1490
743,1797,1745,1913
1757,505,1107,1229
319,20,42,682
224,110,1331,238
1155,648,1753,512
327,346,444,1445
1780,410,1571,979
1944,1383,1500,265
1627,144,1199,1004
1220,1609,736,793
1649,1543,800,781
1188,433,354,188
1621,1514,1166,418
703,839,847,1426
455,585,1479,1877
906,540,1136,759
1600,1449,1104,599
861,1814,253,1120
1820,533,616,1718
1239,1057,529,910
363,69,1778,1952
620,43,36,1480
962,561,1806,1858
29,1881,181,841
1495,150,1972,1356
1719,346,530,1386
1264,1022,6,1056
646,1583,873,581
1489,1119,685,299
1551,862,300,1016
36,629,251,152
1982,721,1468,434
1056,1627,35,449
937,610,1243,1793
1581,1017,69,1835
1453,48,834,1846
103,1910,1320,648
1629,390,1623,58
1800,851,1668,1249
619,1093,1402,1145
1154,965,873,737
140,1203,1084,1043
1427,1947,1028,675
786,553,736,1115
1174,897,1916,724
1546,1103,91,1174
1530,1159,5,569
734,424,1485,610
1699,913,325,866
151,1989,62,740
1137,1623,1490,655
964,986,139,1796
1311,31,1227,1201
330,1747,1613,1026
1667,1559,825,63
1676,1461,760,1750
1223,1469,1001,36
877,1149,198,485
1147,1596,1573,1434
962,1544,166,329
1937,1283,197,811
1670,1910,104,71
1607,1514,1518,1334
498,1882,356,1563
1281,549,1333,20
44,1002,493,1495
1849,694,1102,711
1570,1104,1662,50
1230,1707,757,231
1512,1726,1663,1175
250,1919,772,1120
1570,105,425,291
1287,1630,1446,1662
459,1120,125,1132
1681,1126,1799,43
1661,1895,1292,222
61,74,1224,99
942,347,1080,708
1672,41,1171,748
1269,1977,354,1939
262,1019,520,460
1441,281,1852,532
192,1170,1694,1735
810,525,1799,861
1009,1415,541,1959
372,524,1647,1089
1634,1824,1529,250
1876,1379,345,1949
1924,126,777,1248
329,841,391,547
7,1237,4,985
422,1676,1603,668
988,1703,603,807
647,754,1538,1867
1660,254,1491,1346
693,1843,818,1144
1972,662,1133,1753
1458,223,692,1002
501,179,448,890
907,546,500,854
1999,626,134,1269
144,408,1754,709
223,1367,192,328
945,1631,1850,1365
1122,1644,415,145
1141,1714,1381,561
1591,990,1993,927
1369,173,1214,1184
1591,1707,756,1097
1361,165,1197,925
1975,281,680,455
1622,170,656,382
1369,1528,448,452
1096,864,1171,167
886,882,369,814
1335,1433,656,1974
361,116,114,895
800,10,1429,630
1015,665,1649,349
474,883,1202,1610
423,213,217,1282
580,1848,1013,104
612,756,96,515
1507,796,1956,1609
273,1131,1746,776
1706,1319,1626,1093
1807,1098,1502,392
1558,990,1608,1132
42,1789,1815,489
306,756,333,572
602,677,513,1631
592,406,1228,272
406,80,127,245
948,395,1836,1686
1691,297,767,1635
211,680,1494,1686
448,322,506,808
820,469,986,1852
1541,619,1315,48
717,414,1485,917
779,1994,516,1093
1194,422,482,1542
885,1432,1707,1615
157,1372,1463,379
575,1991,774,1627
1431,1775,1958,1612
1230,1996,1150,526
1862,929,421,815
1333,1928,1296,1135
1641,569,1101,164
524,1480,1284,764
517,1096,1313,1994
173,1053,1231,619
1151,645,1922,961
581,1774,1539,1920
1273,1134,643,344
177,1975,1083,227
231,1020,1980,1422
955,1876,1076,814
682,1938,1962,1867
1086,500,1785,1579
1253,83,1909,283
922,845,376,1837
1541,1542,306,528
440,438,1807,767
1675,1533,1704,1420
1944,1219,678,1269
1178,536,1734,613
121,433,1390,586
1894,1529,1976,149
1454,726,510,119
484,1195,1958,1833
874,437,1072,1371
495,411,1103,806
12,1688,1789,328
890,1138,435,958
279,1137,999,931
107,223,1408,626
1527,1495,1842,1670
1580,1906,331,890
649,1060,355,1855
1186,148,1488,1680
589,1968,645,1417
1013,314,84,1440
809,1801,120,217
1905,181,1603,1489
709,428,724,1605
447,84,414,245
842,777,176,1663
226,1589,1030,617
1834,462,1622,731
608,1529,848,1544
1259,122,7,707
426,215,1918,532
1802,1446,1357,1103
565,602,1784,1215
1503,43,482,1204
1715,96,1454,281
1246,1021,1705,544
252,755,567,1034
117,1413,571,976
125,24,500,1697
540,1859,1238,1040
1891,112,754,657
377,1798,979,1268
1799,1628,660,1432
1242,1549,1827,460
1274,171,953,1688
788,270,1466,810
166,367,1462,991
20,1182,581,1357
376,907,269,589
1025,1656,1359,1408
1245,1646,238,744
1174,1018,434,1757
8,1545,1187,1497
1204,450,658,1351
1945,185,558,749
1917,1095,1037,304
1752,1666,1039,1150
209,1805,1829,1194
1752,1571,1481,1340
873,1138,772,846
620,550,83,1690
783,1623,1496,1735
642,865,524,1632
563,147,1638,1125
1565,1543,632,788
1850,1501,1280,1844
1957,279,1273,1621
1287,1140,1617,413
222,576,194,501
1919,1088,1267,79
1204,977,229,27
330,663,448,1932
880,282,1607,823
1815,40,1649,735
109,1775,862,823
604,680,1086,1627
812,1081,1866,1469
686,1653,121,781
226,1079,584,1054
1686,1319,82,1064
251,1783,1482,1863
1456,1064,1705,441
1108,1071,113,886
1034,534,936,1538
394,529,1941,369
1262,913,1377,1918
1860,1592,1985,588
1582,1589,1594,284
1677,1071,611,136
1957,1082,1190,721
1099,507,1689,1286
453,1037,1937,1302
203,1547,1852,1890
1176,366,1004,969
1832,664,1513,378
650,1982,208,423
370,1019,1685,1829
1347,421,195,685
552,1754,368,1431
1721,37,1113,513
543,1894,1360,476
1642,698,900,379
665,854,274,279
1117,123,99,1361
432,289,437,537
1359,1209,359,94
1732,1622,1473,1921
1293,1622,1167,1880
850,385,1474,186
293,109,6,355
666,1575,1054,134
1498,1269,1293,285
462,1531,617,511
1298,83,1828,999
1511,397,1206,1529
1763,1549,1086,1359
568,1295,1686,1087
823,1974,633,932
87,931,1571,661
1313,1491,324,1336
818,466,1190,1674
5,1075,88,1685
1354,932,970,266
1787,260,1946,1224
1954,701,1611,1615
1483,1935,1355,1707
660,80,515,319
161,1709,1065,261
1161,1722,1828,836
1549,1045,479,1913
575,1739,1408,1599
1842,405,341,303
247,1983,1794,626
1246,1011,377,1483
652,1287,850,1754
396,510,349,501
1859,106,1318,13
1015,1920,1308,1437
1567,816,245,1314
1992,307,877,424
345,31,1687,1734
1982,648,45,286
1017,1231,1824,1633
1132,452,1712,989
1481,1087,1975,1312
1927,505,1451,257
395,1802,631,1498
1192,803,1715,1784
264,1025,490,172
1325,499,546,408
842,888,1205,1333
1679,1846,955,1016
1455,565,104,1191
674,1504,59,1118
121,1923,1319,1012
837,237,1383,299
17,1176,1422,122
1887,1161,1084,79
466,1058,1198,944
571,288,62,751
276,982,1977,1221
826,468,1452,975
218,168,88,603
257,1382,723,1892
923,1812,1584,684
961,1329,1208,949
1011,1547,300,53
1926,1118,1348,679
695,941,1872,1199
